position			Title			Directors			IMDb_Rating			Year			actor/actress1			actor/actress2			actor/actress3			actor/actress4			box_office			budget
760			Pacific_Rim			Guillermo_del_Toro			7			2013			Idris_Elba			Charlie_Hunnam			Rinko_Kikuchi			Charlie_Day			101802906			190000000
761			Shoot_'Em_Up			Michael_Davis			6.7			2007			Clive_Owen			Monica_Bellucci			Paul_Giamatti			Stephen_McHattie			12807139			39000000
763			Rachel_Getting_Married			Jonathan_Demme			6.7			2008			Anne_Hathaway			Rosemarie_DeWitt			Debra_Winger			Sebastian_Stan			12796841			13900000
764			Despicable_Me			Pierre_Coffin			7.7			2010			Steve_Carell			Jason_Segel			Jason_Segel			Julie_Andrews			251513985			69000000
765			Planet_Terror			Robert_Rodriguez			7.2			2007			Rose_McGowan			Freddy_Rodr¨ªguez			Josh_Brolin			Marley_Shelton			120653			110000
766			Private_Parts			Betty_Thomas			6.8			1997			Howard_Stern			Mary_McCormack			Robin_Quivers			Fred_Norris			41230799			20000000
767			Spring_Breakers			Harmony_Korine			5.3			2012			Vanessa_Hudgens			Selena_Gomez			Ashley_Benson			Rachel_Korine			14124284			5000000
768			Wag_the_Dog			Barry_Levinson			7.1			1997			Dustin_Hoffman			Robert_De_Niro			Anne_Heche			Denis_Leary			43061945			15000000
769			Margin_Call			J.C._Chandor			7.1			2011			Zachary_Quinto			Stanley_Tucci			Kevin_Spacey			Paul_Bettany			5354039			3500000
770			Cinderella_Man			Ron_Howard			8			2005			Russell_Crowe			Ren¨¦e_Zellweger			Craig_Bierko			Paul_Giamatti			61649911			88000000
773			Prisoners			Denis_Villeneuve			8.1			2013			Hugh_Jackman			Jake_Gyllenhaal			Viola_Davis			Melissa_Leo			61002302			46000000
776			The_Damned_United			Tom_Hooper			7.6			2009			Colm_Meaney			Henry_Goodman			David_Roper			Jimmy_Reddington			449865			10000000
777			Malcolm_X			Spike_Lee			7.7			1992			Denzel_Washington			Angela_Bassett			Delroy_Lindo			Spike_Lee			48169910			33000000
780			The_Class_of_92			Benjamin_Turner			8.1			2013			David_Beckham			Nicky_Butt			Ryan_Giggs			Gary_Neville			2459895			1250000
782			Bowfinger			Frank_Oz			6.4			1999			Steve_Martin			Eddie_Murphy			Heather_Graham			Christine_Baranski			66384775			55000000
784			Friday_Night_Lights			Peter_Berg			7.3			2004			Billy_Bob_Thornton			Jay_Hernandez			Derek_Luke			Lucas_Black			61255921			30000000
786			The_River_Wild			Curtis_Hanson			6.3			1994			Meryl_Streep			Kevin_Bacon			David_Strathairn			Joseph_Mazzello			46816343			45000000
788			Gran_Torino			Clint_Eastwood			8.2			2008			Clint_Eastwood			Bee_Vang			Christopher_Carley			Ahney_Her			148095302			33000000
789			Chaplin			Richard_Attenborough			7.6			1992			Robert_Downey_Jr.			Geraldine_Chaplin			Paul_Rhys			John_Thaw			9493259			31000000
790			127_Hours			Danny_Boyle			7.6			2010			James_Franco			Amber_Tamblyn			Kate_Mara			Sean_Bott			18335230			18000000
791			Jacob's_Ladder			Adrian_Lyne			7.5			1990			Tim_Robbins			Elizabeth_Pe?a			Danny_Aiello			Matt_Craven			26118851			25000000
792			Black_Hawk_Down			Ridley_Scott			7.7			2001			Josh_Hartnett			Ewan_McGregor			Tom_Sizemore			Eric_Bana			108638745			92000000
793			Machete			Ethan_Maniquis			6.7			2010			Danny_Trejo			Michelle_Rodriguez			Robert_De_Niro			Jessica_Alba			26593646			10500000
794			The_Adventures_of_Tintin			Steven_Spielberg			7.4			2011			Jamie_Bell			Andy_Serkis			Daniel_Craig			Simon_Pegg			77591831			130000000
795			Mission:_Impossible_II			John_Woo			6			2000			Tom_Cruise			Dougray_Scott			Thandie_Newton			Ving_Rhames			215409889			125000000
796			The_Last_Boy_Scout			Tony_Scott			6.9			1991			Bruce_Willis			Damon_Wayans			Chelsea_Field			Noble_Willingham			59509925			29000000
797			Arbitrage			Nicholas_Jarecki			6.6			2012			Richard_Gere			Susan_Sarandon			Brit_Marling			Tim_Roth			7919574			12000000
798			Ringu			Hideo_Nakata			7.3			1998			Nanako_Matsushima			Miki_Nakatani			Y?ko_Takeuchi			Hitomi_Sat?			12961775			1200000
799			Primer			Shane_Carruth			7			2004			Shane_Carruth			David_Sullivan			Casey_Gooden			Anand_Upadhyaya			424760			7000
802			Dark_City			Alex_Proyas			7.7			1998			Rufus_Sewell			Kiefer_Sutherland			Jennifer_Connelly			William_Hurt			14378331			27000000
804			Thirteen_Days			Roger_Donaldson			7.3			2000			Kevin_Costner			Bruce_Greenwood			Shawn_Driscoll			Drake_Cook			34592089			80000000
805			Source_Code			Duncan_Jones			7.5			2011			Jake_Gyllenhaal			Michelle_Monaghan			Vera_Farmiga			Jeffrey_Wright			54712227			28000000
806			True_Lies			James_Cameron			7.2			1994			Arnold_Schwarzenegger			Jamie_Lee_Curtis			Tom_Arnold			Bill_Paxton			146282411			115000000
807			Swimming_with_Sharks			George_Huang			7.1			1994			Kevin_Spacey			Frank_Whaley			Michelle_Forbes			Benicio_Del_Toro			382928			700000
808			Nurse_Betty			Neil_LaBute			6.3			2000			Ren¨¦e_Zellweger			Morgan_Freeman			Chris_Rock			Greg_Kinnear			25170054			24000000
810			Buffalo_'66			Vincent_Gallo			7.5			1998			Vincent_Gallo			Christina_Ricci			Ben_Gazzara			Mickey_Rourke			2375097			1500000
811			Der_Untergang			Oliver_Hirschbiegel			8.3			2004			Bruno_Ganz			Alexandra_Maria_Lara			Ulrich_Matthes			Juliane_K?hler			92180910			14801400
813			Star_Wars:_Episode_I_-_The_Phantom_Menace			George_Lucas			6.5			1999			Ewan_McGregor			Liam_Neeson			Natalie_Portman			Jake_Lloyd			474544677			115000000
814			Manhattan_Murder_Mystery			Woody_Allen			7.4			1993			Woody_Allen			Diane_Keaton			Jerry_Adler			Lynn_Cohen			11330911			13500000
816			Dead_Presidents			The_Hughes_Brothers			6.8			1995			Larenz_Tate			Keith_David			Chris_Tucker			Freddy_Rodr¨ªguez			24147179			10000000
817			The_Last_King_of_Scotland			Kevin_Macdonald			7.7			2006			James_McAvoy			Forest_Whitaker			Gillian_Anderson			Kerry_Washington			17606684			6000000
818			Short_Cuts			Robert_Altman			7.7			1993			Andie_MacDowell			Julianne_Moore			Tim_Robbins			Bruce_Davison			6110979			4600000
820			Milk			Gus_Van_Sant			7.6			2008			Sean_Penn			Josh_Brolin			Emile_Hirsch			Diego_Luna			31841299			20000000
821			The_Limey			Steven_Soderbergh			7.1			1999			Terence_Stamp			Peter_Fonda			Lesley_Ann_Warren			Luis_Guzm¨¢n			3204663			9000000
822			Cast_Away			Robert_Zemeckis			7.7			2000			Tom_Hanks			Helen_Hunt			Paul_Sanchez			Lari_White			233632142			90000000
824			Gangster_No._1			Paul_McGuigan			6.8			2000			Malcolm_McDowell			David_Thewlis			Paul_Bettany			Saffron_Burrows			30915			27000
825			The_Godfather:_Part_III			Francis_Ford_Coppola			7.6			1990			Al_Pacino			Diane_Keaton			Andy_Garcia			Talia_Shire			66666062			54000000
826			The_Crow			Alex_Proyas			7.6			1994			Brandon_Lee			Michael_Wincott			Rochelle_Davis			Ernie_Hudson			50693129			15000000
827			Eastern_Promises			David_Cronenberg			7.7			2007			Naomi_Watts			Viggo_Mortensen			Armin_Mueller-Stahl			Josef_Altin			17266000			37290000
828			The_Hobbit:_The_Desolation_of_Smaug			Peter_Jackson			7.9			2013			Ian_McKellen			Martin_Freeman			Richard_Armitage			Ken_Stott			258366855			225000000
830			Kingpin			Bobby_Farrelly			6.9			1996			Woody_Harrelson			Randy_Quaid			Bill_Murray			Vanessa_Angel			25023434			27000000
831			Ghost_Dog:_The_Way_of_the_Samurai			Jim_Jarmusch			7.6			1999			Forest_Whitaker			Henry_Silva			John_Tormey			Cliff_Gorman			3308029			4500000
832			Quantum_of_Solace			Marc_Forster			6.7			2008			Daniel_Craig			Olga_Kurylenko			Mathieu_Amalric			Judi_Dench			168368427			200000000
833			El_mariachi			Robert_Rodriguez			6.9			1992			Carlos_Gallardo			Consuelo_G¨®mez			Jaime_de_Hoyos			Peter_Marquardt			2041633			7000
836			Apollo_13			Ron_Howard			7.6			1995			Tom_Hanks			Bill_Paxton			Kevin_Bacon			Gary_Sinise			355237410			62000000
837			Noah			Darren_Aronofsky			5.8			2014			Russell_Crowe			Jennifer_Connelly			Anthony_Hopkins			Emma_Watson			359200044			175000000
838			Once			John_Carney			7.9			2007			Glen_Hansard			Mark¨¦ta_Irglov¨¢			Hugh_Walsh			Gerard_Hendrick			340000			180000
839			Lord_of_War			Andrew_Niccol			7.6			2005			Nicolas_Cage			Ethan_Hawke			Jared_Leto			Bridget_Moynahan			72617068			77000000
840			The_Last_of_the_Mohicans			Michael_Mann			7.8			1992			Daniel_Day-Lewis			Madeleine_Stowe			Russell_Means			Eric_Schweig			75505615			40000000
841			Lone_Survivor			Peter_Berg			7.6			2013			Mark_Wahlberg			Taylor_Kitsch			Emile_Hirsch			Ben_Foster			149834601			75000000
842			Jumanji			Joe_Johnston			6.9			1995			Robin_Williams			Kirsten_Dunst			Bonnie_Hunt			Jonathan_Hyde			262797249			50000000
843			Apocalypto			Mel_Gibson			7.8			2006			Gerardo_Taracena			Raoul_Max_Trujillo			Dalia_Hern¨¢ndez			Rudy_Youngblood			120654337			95000000
844			Youth_in_Revolt			Miguel_Arteta			6.5			2009			Michael_Cera			Portia_Doubleday			Ray_Liotta			Jean_Smart			19660421			38000000
845			Lords_of_Dogtown			Catherine_Hardwicke			7.1			2005			Heath_Ledger			Emile_Hirsch			Victor_Rasuk			Johnny_Knoxville			13411957			40000000
846			Team_America:_World_Police			Trey_Parker			7.2			2004			Trey_Parker			Matt_Stone			Elle_Russ			Kristen_Miller			50907422			55000000
848			Man_on_the_Moon			Milos_Forman			7.4			1999			Jim_Carrey			Danny_DeVito			Gerry_Becker			Greyson_Erik_Pendry			47434430			77000000
849			Trolljegeren			AndrÃ©_vredal			7			2010			Otto_Jespersen			Robert_Stoltenberg			Knut_N_rum			Glenn_Erland_Tosterud			5341444			2282491
850			Snitch			Ted_Demme			6.7			1998			Denis_Leary			Ian_Hart			Jason_Barry			Lenny_Clarke			332388			11000000
851			Heavenly_Creatures			Peter_Jackson			7.5			1994			Melanie_Lynskey			Kate_Winslet			Sarah_Peirse			Diana_Kent			3049184			5000000
852			Monsoon_Wedding			Mira_Nair			7.4			2001			Naseeruddin_Shah			Lillete_Dubey			Shefali_Shetty			Vijay_Raaz			30787356			5000000
853			The_Sweet_Hereafter			Atom_Egoyan			7.7			1997			Ian_Holm			Sarah_Polley			Caerthan_Banks			Tom_McCamus			3263808			3570000
854			Cube			Vincenzo_Natali			7.3			1997			Nicole_de_Boer			Maurice_Dean_Wint			David_Hewlett			Andrew_Miller			1851440			260000
855			Breaking_the_Waves			Lars_Von_Trier			7.9			1996			Emily_Watson			Stellan_Skarsg_rd			Katrin_Cartlidge			Jean-Marc_Barr			3803657			1800000
857			Birdman_or_(The_Unexpected_Virtue_of_Ignorance)			Alejandro_G._IÃ±Ã¡rritu			7.8			2014			Michael_Keaton			Zach_Galifianakis			Edward_Norton			Andrea_Riseborough			103339339			35000000
859			The_Ring			Gore_Verbinski			7.1			2002			Naomi_Watts			Martin_Henderson			Brian_Cox			David_Dorfman			249348933			70000000
860			Kids			Larry_Clark			7			1995			Leo_Fitzpatrick			Justin_Pierce			Chlo__Sevigny			Sarah_Henderson			20412318			1500000
861			Hearts_of_Darkness:_A_Filmmaker's_Apocalypse			Fax_Bahr			8.2			1991			Dennis_Hopper			Martin_Sheen			Marlon_Brando			George_Lucas			1318264			1300000
862			Roger_Dodger			Dylan_Kidd			7			2002			Campbell_Scott			Jesse_Eisenberg			Isabella_Rossellini			Elizabeth_Berkley			1934497			2000000
863			Hard_Candy			David_Slade			7.1			2005			Patrick_Wilson			Ellen_Page			Sandra_Oh			Odessa_Rae			7022209			950000
864			Sicko			Michael_Moore			8.1			2007			Michael_Moore			Tucker_Albrizzi			Tony_Benn			George_W._Bush			36055165			20000000
866			Persepolis			Vincent_Paronnaud			8			2007			Chiara_Mastroianni			Catherine_Deneuve			Gena_Rowlands			Danielle_Darrieux			22752488			14000000
867			The_Others			Alejandro_AmenÃ¡bar			7.6			2001			Nicole_Kidman			Christopher_Eccleston			Fionnula_Flanagan			Alakina_Mann			209947037			43000000
869			Zoolander			Ben_Stiller			6.6			2001			Ben_Stiller			Owen_Wilson			Christine_Taylor			Will_Ferrell			60780981			53000000
870			Rescue_Dawn			Werner_Herzog			7.4			2006			Christian_Bale			Steve_Zahn			Jeremy_Davies			Zach_Grenier			7177143			16000000
871			Ying_xiong			Yimou_Zhang			7.9			2002			Jet_Li			Tony_Chiu_Wai_Leung			Maggie_Cheung			Ziyi_Zhang			177394432			31000000
874			Fear_and_Loathing_in_Las_Vegas			Terry_Gilliam			7.7			1998			Johnny_Depp			Benicio_Del_Toro			Tobey_Maguire			Ellen_Barkin			13712370			33000000
875			John_Wick			Chad_Stahelski			7.2			2014			Keanu_Reeves			Michael_Nyqvist			Alfie_Allen			Willem_Dafoe			78739897			45000000
876			Naked_Lunch			David_Cronenberg			7.1			1991			Peter_Weller			Judy_Davis			Ian_Holm			Julian_Sands			2641229			16000000
880			Wayne's_World			Penelope_Spheeris			7			1992			Mike_Myers			Dana_Carvey			Rob_Lowe			Tia_Carrere			183097323			20000000
882			Old_School			Todd_Phillips			7.2			2003			Luke_Wilson			Vince_Vaughn			Will_Ferrell			Jeremy_Piven			87055349			53000000
883			Top_Five			Chris_Rock			6.5			2014			Chris_Rock			Rosario_Dawson			Gabrielle_Union			Kevin_Hart			25317379			22000000
886			Blackfish			Gabriela_Cowperthwaite			8.1			2013			Tilikum			Dave_Duffus			Samantha_Berg			Dean_Gomersall			2296380			2000000
887			The_Martian			Ridley_Scott			8.2			2015			Matt_Damon			Jessica_Chastain			Kristen_Wiig			Kate_Mara			594530131			155000000
888			The_Cove			Louie_Psihoyos			8.5			2009			Richard_O'Barry			Louie_Psihoyos			Hardy_Jones			Michael_Illiff			899316			10000
889			Dope			Rick_Famuyiwa			7.3			2015			Shameik_Moore			Tony_Revolori			Kiersey_Clemons			Kimberly_Elise			17987060			22000000
891			Burn_After_Reading			Ethan_Coen			7			2008			Brad_Pitt			Frances_McDormand			George_Clooney			John_Malkovich			161128228			63000000
894			Bronson			Nicolas_Winding_Refn			7.1			2008			Tom_Hardy			Kelly_Adams			Luing_Andrews			Katy_Barker			2256678			1300000
895			Project_Nim			James_Marsh			7.4			2011			Nim_Chimpsky			Stephanie_LaFarge			Herbert_Terrace			Wer_LaFarge			614184			1000000
899			Once_Upon_a_Time_in_Mexico			Robert_Rodriguez			6.4			2003			Antonio_Banderas			Salma_Hayek			Johnny_Depp			Willem_Dafoe			98185582			57000000
901			Tucker_and_Dale_vs._Evil			Eli_Craig			7.6			2010			Tyler_Labine			Alan_Tudyk			Katrina_Bowden			Jesse_Moss			5225838			3000000
904			Auto_Focus			Paul_Schrader			6.6			2002			Greg_Kinnear			Willem_Dafoe			Maria_Bello			Rita_Wilson			2704951			7000000
905			The_Iron_Giant			Brad_Bird			8			1999			Eli_Marienthal			Harry_Connick_Jr.			Jennifer_Aniston			Vin_Diesel			31415622			73000000
906			Mononoke-hime			Hayao_Miyazaki			8.4			1997			Y_ji_Matsuda			Yuriko_Ishida			Y_ko_Tanaka			Billy_Crudup			2375308			20000000
907			Mission:_Impossible_-_Rogue_Nation			Christopher_McQuarrie			7.5			2015			Tom_Cruise			Rebecca_Ferguson			Jeremy_Renner			Simon_Pegg			680042377			200000000
908			Aladdin			Ron_Clements			8			1992			Scott_Weinger			Robin_Williams			Linda_Larkin			Jonathan_Freeman			504050045			28000000
909			It_Follows			David_Robert_Mitchell			6.9			2014			Maika_Monroe			Keir_Gilchrist			Olivia_Luccardi			Lili_Sepe			19061076			12000000
910			Furious_Seven			James_Wan			7.3			2015			Vin_Diesel			Paul_Walker			Dwayne_Johnson			Jason_Statham			1514827481			190000000
911			Awakenings			Penny_Marshall			7.8			1990			Robert_De_Niro			Robin_Williams			Julie_Kavner			Ruth_Nelson			52096526			25000000
912			Spy_Game			Tony_Scott			7			2001			Robert_Redford			Brad_Pitt			Catherine_McCormack			Stephen_Dillane			143049560			120000000
913			Kung_fu			Stephen_Chow			7.8			2004			Stephen_Chow			Wah_Yuen			Qiu_Yuen			Shengyi_Huang			72100000			20000000
914			Young_Adult			Jason_Reitman			6.3			2011			Charlize_Theron			Patrick_Wilson			Patton_Oswalt			Elizabeth_Reaser			22941571			25000000
917			American_Hustle			David_O._Russell			7.3			2013			Christian_Bale			Amy_Adams			Bradley_Cooper			Jennifer_Lawrence			248960584			70000000
918			Ronin			John_Frankenheimer			7.3			1998			Robert_De_Niro			Jean_Reno			Natascha_McElhone			Stellan_Skarsg_rd			41616866			80000000
920			The_Queen			Stephen_Frears			7.4			2006			Helen_Mirren			Michael_Sheen			James_Cromwell			Alex_Jennings			123384128			38000000
922			Nymphomaniac:_Vol._I			Lars_von_Trier			7			2013			Charlotte_Gainsbourg			Stellan_Skarsg_rd			Stacy_Martin			Shia_LaBeouf			13452696			10000000
923			Ong-bak			Prachya_Pinkaew			7.2			2003			Tony_Jaa			Petchtai_Wongkamlao			Pumwaree_Yodkamol			Suchao_Pongwilai			20112926			10000000
924			[Rec]Â²			Jaume_BalaguerÃ³			6.6			2009			Jonathan_D._Mellor			Manuela_Velasco			_scar_Zafra			Ariel_Casas			27766			5600000
926			Boyhood			Richard_Linklater			8			2014			Ellar_Coltrane			Patricia_Arquette			Ethan_Hawke			Elijah_Smith			50273066			4000000
928			The_Master			Paul_Thomas_Anderson			7.1			2012			Philip_Seymour_Hoffman			Joaquin_Phoenix			Amy_Adams			Jesse_Plemons			28258060			50000000
929			How_to_Train_Your_Dragon_2			Dean_DeBlois			7.9			2014			Jay_Baruchel			Cate_Blanchett			Gerard_Butler			Craig_Ferguson			621748078			210000000
930			What_We_Do_in_the_Shadows			Jemaine_Clement			7.6			2014			Jemaine_Clement			Taika_Waititi			Cori_Gonzalez-Macuer			Jonny_Brugh			3501634			2300000
931			The_Inbetweeners_2			Damon_Beesley			6.5			2014			Simon_Bird			James_Buckley			Blake_Harrison			Joe_Thomas			28258060			50000000
932			The_Pledge			Sean_Penn			6.9			2001			Jack_Nicholson			Benicio_Del_Toro			Patricia_Clarkson			Beau_Daniels			29419291			48000000
933			Secrets_&_Lies			Mike_Leigh			8			1996			Timothy_Spall			Brenda_Blethyn			Phyllis_Logan			Claire_Rushbrook			21482922			4500000
934			Woody_Allen:_A_Documentary			Robert_B._Weide			7.7			2012			Woody_Allen			Letty_Aronson			Marshall_Brickman			Josh_Brolin			22941571			25000000
935			Insidious			James_Wan			6.8			2010			Patrick_Wilson			Rose_Byrne			Ty_Simpkins			Lin_Shaye			99549294			22000000
936			Public_Enemies			Michael_Mann			7			2009			Christian_Bale			Johnny_Depp			David_Wenham			Christian_Stolte			211104669			135000000
937			Into_the_Wild			Sean_Penn			8.2			2007			Emile_Hirsch			Vince_Vaughn			Catherine_Keener			Marcia_Gay_Harden			56255142			28000000
938			The_Simpsons_Movie			David_Silverman			7.4			2007			Dan_Castellaneta			Julie_Kavner			Nancy_Cartwright			Yeardley_Smith			527071022			130000000
939			Role_Models			David_Wain			6.9			2008			Paul_Rudd			Seann_William_Scott			Elizabeth_Banks			Christopher_Mintz-Plasse			92369286			55000000
940			Wayne's_World_2			Stephen_Surjik			6.1			1993			Mike_Myers			Dana_Carvey			Christopher_Walken			Tia_Carrere			13516699			48197620
942			The_Castle			Rob_Sitch			7.8			1997			Michael_Caton			Anne_Tenney			Stephen_Curry			Anthony_Simcoe			877160			500000
943			Slither			James_Gunn			6.5			2006			Nathan_Fillion			Elizabeth_Banks			Michael_Rooker			Don_Thompson			12834936			30000000
944			Beowulf			Robert_Zemeckis			6.3			2007			Ray_Winstone			Crispin_Glover			Angelina_Jolie			Robin_Wright			196393745			195000000
945			Home_Alone_2:_Lost_in_New_York			Chris_Columbus			6.6			1992			Macaulay_Culkin			Joe_Pesci			Daniel_Stern			Catherine_O'Hara			358994983			18000000
947			Nil_by_Mouth			Gary_Oldman			7.4			1997			Ray_Winstone			Kathy_Burke			Charlie_Creed-Miles			Laila_Morse			266075			9000000
949			Final_Destination_2			David_R._Ellis			6.2			2003			A.J._Cook			Ali_Larter			Tony_Todd			Michael_Landes			90426405			52000000
950			State_of_Grace			Phil_Joanou			7.3			1990			Sean_Penn			Ed_Harris			Gary_Oldman			Robin_Wright			1911948			1200000
951			The_Darjeeling_Limited			Wes_Anderson			7.2			2007			Owen_Wilson			Adrien_Brody			Jason_Schwartzman			Amara_Karan			35076923			17500000
953			The_Full_Monty			Peter_Cattaneo			7.2			1997			Robert_Carlyle			Tom_Wilkinson			Mark_Addy			William_Snape			35078918			27000000
954			Everything_Is_Illuminated			Liev_Schreiber			7.5			2005			Elijah_Wood			Eugene_Hutz			Boris_Leskin			Jonathan_Safran_Foer			3600461			7000000
956			Black_Dynamite			Scott_Sanders			7.4			2009			Arsenio_Hall			Tommy_Davidson			Phyllis_Applegate			Obba_Babatund¨¦			296086			2900000
957			Star_Trek_Into_Darkness			J.J._Abrams			7.8			2013			Chris_Pine			Zachary_Quinto			Zoe_Saldana			Benedict_Cumberbatch			466978661			250000000
958			The_Hunger_Games:_Catching_Fire			Francis_Lawrence			7.6			2013			Jennifer_Lawrence			Josh_Hutcherson			Liam_Hemsworth			Philip_Seymour_Hoffman			864565663			185000000
960			Big_Fish			Tim_Burton			8			2003			Ewan_McGregor			Albert_Finney			Billy_Crudup			Jessica_Lange			122919055			105000000
962			Mystic_River			Clint_Eastwood			8			2003			Sean_Penn			Tim_Robbins			Kevin_Bacon			Emmy_Rossum			156822020			48000000
964			Shut_Up_and_Play_the_Hits			Will_Lovelace			7.4			2012			Chuck_Klosterman			James_Murphy			Keith_Wood			Nancy_Whang			629334			200000
965			Austin_Powers_in_Goldmember			Jay_Roach			6.2			2002			Mike_Myers			Beyonc¨¦_Knowles			Seth_Green			Michael_York			296591038			120000000
967			Bobby_Fischer_Against_the_World			Liz_Garbus			7.4			2011			Bobby_Fischer			David_Edmonds			Anthony_Saidy			Susan_Polgar			153578866			2000000
968			The_Ides_of_March			George_Clooney			7.1			2011			Paul_Giamatti			George_Clooney			Philip_Seymour_Hoffman			Ryan_Gosling			76338111			37000000
969			Fast_Five			Justin_Lin			7.3			2011			Vin_Diesel			Paul_Walker			Dwayne_Johnson			Jordana_Brewster			629927761			195000000
970			The_Imaginarium_of_Doctor_Parnassus			Terry_Gilliam			6.9			2009			Christopher_Plummer			Lily_Cole			Heath_Ledger			Andrew_Garfield			61818808			38000000
971			The_Sessions			Ben_Lewin			7.2			2012			John_Hawkes			Helen_Hunt			William_H._Macy			Moon_Bloodgood			12222358			1000000
974			Jungle_Fever			Spike_Lee			6.5			1991			Wesley_Snipes			Annabella_Sciorra			Spike_Lee			Ossie_Davis			43882682			14000000
975			Philadelphia			Jonathan_Demme			7.7			1993			Tom_Hanks			Denzel_Washington			Roberta_Maxwell			Buzz_Kilman			206678440			26000000
976			Down_Terrace			Ben_Wheatley			6.4			2009			Robin_Hill			Robert_Hill			Julia_Deakin			David_Schaal			9812			30000
978			Deep_Cover			Bill_Duke			6.9			1992			Laurence_Fishburne			Jeff_Goldblum			Lira_Angel			Ren¨¦_Assa			16639049			15000000
979			Bill_&_Ted's_Bogus_Journey			Pete_Hewitt			6.2			1991			Keanu_Reeves			Alex_Winter			William_Sadler			Joss_Ackland			45037513			20000000
980			Napoleon_Dynamite			Jared_Hess			6.9			2004			Jon_Heder			Efren_Ramirez			Jon_Gries			Aaron_Ruell			46118097			8000000
981			Runaway_Jury			Gary_Fleder			7.1			2003			John_Cusack			Rachel_Weisz			Gene_Hackman			Dustin_Hoffman			80154140			87000000
983			Midnight_in_Paris			Woody_Allen			7.7			2011			Owen_Wilson			Rachel_McAdams			Kathy_Bates			Kurt_Fuller			153578866			35000000
984			We_Need_to_Talk_About_Kevin			Lynne_Ramsay			7.5			2011			Tilda_Swinton			John_C._Reilly			Ezra_Miller			Jasper_Newell			9232318			7000000
985			Thor			Kenneth_Branagh			7			2011			Chris_Hemsworth			Anthony_Hopkins			Natalie_Portman			Tom_Hiddleston			449326618			215000000
986			August:_Osage_County			John_Wells			7.3			2013			Meryl_Streep			Dermot_Mulroney			Julia_Roberts			Juliette_Lewis			74188937			40000000
987			The_Naked_Gun_2Â½:_The_Smell_of_Fear			David_Zucker			6.8			1991			Leslie_Nielsen			Priscilla_Presley			George_Kennedy			O.J._Simpson			86930000			23000000
989			Goon			Michael_Dowse			6.8			2011			Seann_William_Scott			Jay_Baruchel			Alison_Pill			Eugene_Levy			6985528			2000000
990			24_7:_Twenty_Four_Seven			Shane_Meadows			7.1			1997			Bob_Hoskins			Danny_Nussbaum			Toby			Bruce_Jones			91945			1000000
992			The_Hunger_Games			Gary_Ross			7.3			2012			Jennifer_Lawrence			Josh_Hutcherson			Liam_Hemsworth			Stanley_Tucci			686533290			130000000
993			Final_Destination			James_Wong			6.7			2000			Devon_Sawa			Ali_Larter			Kerr_Smith			Kristen_Cloke			112880294			45000000
994			The_Last_Samurai			Edward_Zwick			7.7			2003			Tom_Cruise			Ken_Watanabe			Billy_Connolly			William_Atherton			456758981			170000000
996			The_Lion_King			Roger_Allers			8.5			1994			Matthew_Broderick			Jeremy_Irons			James_Earl_Jones			Whoopi_Goldberg			878083937			45000000
998			I_Knew_It_Was_You:_Rediscovering_John_Cazale			Richard_Shepard			7.9			2009			John_Cazale			Steve_Buscemi			Sam_Rockwell			Al_Pacino			61818808			38000000
